,tweet_id,age,url
0,1717294965561413887,20972,https://bit.ly/46F6LNx
1,1717328558660464689,12963,https://twitter.com/butterpeanutstn/status/1717233118615343529
2,1717328558660464689,12963,https://twitter.com/_w4444/status/1716852462110552437
3,1717321155885867421,14728,https://twitter.com/shaheen_306/status/1715788469270638841
4,1717321155885867421,14728,https://twitter.com/shaheen_306/status/1715788469270638841/photo/1
5,1717321155885867421,14728,https://pbs.twimg.com/media/F8-0hLHX0AAUfNk.jpg
6,1717302653863313780,19139,https://twitter.com/DA1LYKRIS/status/1717236078929940541/photo/1
7,1717302653863313780,19139,https://pbs.twimg.com/media/F9TZGjtWUAA0gaW.png
8,1717302653863313780,19139,https://twitter.com/spookygloopz/status/1713208056396267811
9,1717302653863313780,19139,https://pbs.twimg.com/media/F8aJpe3XEAEz_jX.jpg
10,1717302653863313780,19139,https://twitter.com/spookygloopz/status/1713208056396267811/photo/1
11,1717287621733322834,22723,https://twitter.com/PeruginiNic/status/1717225558759666105
12,1717287621733322834,22723,https://pbs.twimg.com/amplify_video_thumb/1717224287944282112/img/jB9qmRtwZ0Y6i0Ft.jpg
13,1717287621733322834,22723,https://twitter.com/qudsn/status/1717224550503530572/video/1
14,1717283126571929981,23795,https://twitter.com/variety/status/1717243375982715268
15,1717283126571929981,23795,https://variety.com/2023/tv/news/sex-on-screen-ucla-study-gen-z-teens-young-adults-1235768046/
16,1717353258766008581,7074,https://twitter.com/Lexx__Nova/status/1697276195362980349
17,1717353258766008581,7074,https://twitter.com/Lexx__Nova/status/1695519982715822129
18,1717353258766008581,7074,https://pbs.twimg.com/media/F43vqT-a0AAf749.jpg
19,1717353258766008581,7074,https://twitter.com/Lexx__Nova/status/1697276195362980349/photo/1
20,1717353160740913641,7097,https://twitter.com/AnimatormeO/status/1717198051851296769/photo/1
21,1717353160740913641,7097,https://goo.by/XGWIuk
22,1717353160740913641,7097,https://pbs.twimg.com/media/F9SyNN9WUAA7QYR.jpg
23,1717353160740913641,7097,https://pbs.twimg.com/media/F9SyOF9W4AApTWi.jpg
24,1717353121448657271,7107,https://community.xp-pen.com/gallery/20140
25,1717352929877954561,7152,https://twitter.com/dymitrex_Fox/status/1717228047487979971/photo/1
26,1717352929877954561,7152,https://pbs.twimg.com/media/F9TRztTb0AM1Mim.jpg
27,1717352715788173347,7204,https://twitter.com/NinWire/status/1717059015052783811/photo/1
28,1717352715788173347,7204,https://pbs.twimg.com/media/F9Q4EY0a4AApf77.jpg
29,1717352715788173347,7204,https://www.play-asia.com/super-mario-bros-wonder-plush-smw01-elephant-mario-s/13/70gnwj?tagid=1885967
30,1717352715788173347,7204,https://twitter.com/ninwire/status/1717059015052783811
31,1717352575258009683,7237,https://pbs.twimg.com/media/F9SQqp4WgAAxMQZ.png
32,1717352575258009683,7237,https://twitter.com/spottiestosprey/status/1717156453927002166/photo/1
33,1717351587398500479,7473,https://twitter.com/BlackBernieBabe/status/1716855524644335856/video/1
34,1717351587398500479,7473,https://pbs.twimg.com/ext_tw_video_thumb/1716855385900953601/pu/img/_tIxG9i2OrbhZMk7.jpg
35,1717280998063223005,24302,https://twitter.com/mondoweiss/status/1716605435523080490
36,1717280998063223005,24302,https://bit.ly/47kmVwf
37,1717351270456127673,7548,https://twitter.com/indigothegogo/status/1717307971321962952/video/1
38,1717351270456127673,7548,https://pbs.twimg.com/ext_tw_video_thumb/1717306345492287488/pu/img/kmFsh-8-DbEMWU5W.jpg
39,1717350224295784658,7798,https://pbs.twimg.com/media/F9Ue8vpbQAARYe9.jpg
40,1717350224295784658,7798,https://twitter.com/Eerb_ing/status/1717312868352491949/photo/1
41,1717350172647133377,7810,https://pbs.twimg.com/media/F9S7CJiXMAA4Hqe.jpg
42,1717350172647133377,7810,https://twitter.com/dailyasmodeus/status/1717203007769563565/photo/1
43,1717350056104227061,7838,https://pbs.twimg.com/ext_tw_video_thumb/1717139239052136448/pu/img/CIgqmmzat0HrW4gt.jpg
44,1717350056104227061,7838,https://twitter.com/AriOhLa/status/1717139401866682647/video/1
45,1717349723168784568,7917,https://twitter.com/intokaneshiro/status/1717152274022355395/video/1
46,1717349723168784568,7917,https://pbs.twimg.com/ext_tw_video_thumb/1717152209996300288/pu/img/asvEWHWB4DSOPvjU.jpg
47,1717349073336897783,8072,https://twitter.com/basicbarbiez/status/1717125176880415087/photo/1
48,1717349073336897783,8072,https://pbs.twimg.com/media/F9R0P00XsAAEMWd.jpg
49,1717349073336897783,8072,https://pbs.twimg.com/media/F9R0P01XcAAlEjw.jpg
50,1717348478962032938,8214,https://twitter.com/yanti8ve/status/1717171575613772039/video/1
51,1717348478962032938,8214,https://pbs.twimg.com/ext_tw_video_thumb/1717171550024269824/pu/img/cvPmaVcNYHPh7KWq.jpg
52,1717347856904769868,8362,https://twitter.com/marielightful/status/1717235838319579627/photo/1
53,1717347856904769868,8362,https://pbs.twimg.com/media/F9TY5RqXUAAXO_S.jpg
54,1717347654659645673,8410,https://pbs.twimg.com/media/F9TtQx5WkAAeVld.jpg
55,1717347654659645673,8410,https://twitter.com/artemara_/status/1717258235319591024/photo/1
56,1717347571323289877,8430,https://twitter.com/NinEverything/status/1717347571323289877/photo/1
57,1717347571323289877,8430,https://nintendoeverything.com/pickleball-smash-launch-trailer/
58,1717347571323289877,8430,https://pbs.twimg.com/media/F9U-g8abEAA-_qa.jpg
59,1717347206192120215,8517,https://pbs.twimg.com/media/F9SSUqSXsAA9EIN.jpg
